,GO_0001837_3,GO_0001944_1,GO_0001944_2,GO_0001944_4,GO_0001944_6,GO_0001944_9,GO_0006091_1,GO_0006091_3,GO_0006091_4,GO_0006091_6,GO_0006355_3,GO_0006355_4,GO_0006355_9,GO_0006355_10,GO_0006355_14,GO_0006355_22,GO_0006355_23,GO_0006355_24,GO_0006396_4,GO_0006396_8,GO_0006396_9,GO_0006412_1,GO_0006412_3,GO_0001816_1,GO_0001816_2,GO_0001816_3,GO_0001816_4,GO_0001816_5,GO_0001816_8,GO_0006954_3,GO_0006954_6,GO_0006954_9,GO_0006954_10,GO_0006955_1,GO_0006955_2,GO_0006955_4,GO_0006955_6,GO_0006955_8,GO_0006955_9,GO_0006955_10,GO_0006955_11,GO_0006955_15,GO_0007049_1,GO_0007049_7,GO_0007049_10,GO_0007049_14,GO_0007049_17,GO_0007049_18,GO_0007049_19,GO_0007049_20,GO_0007155_1,GO_0007155_2,GO_0007155_3,GO_0007155_6,GO_0007155_9,GO_0007155_10,GO_0007165_1,GO_0007165_2,GO_0007165_9,GO_0007165_10,GO_0007165_11,GO_0007165_26,GO_0007165_30,GO_0007165_31,GO_0007165_35,GO_0007165_42,GO_0009451_1,GO_0009605_1,GO_0009605_4,GO_0009605_7,GO_0009605_8,GO_0009605_9,GO_0009605_11,GO_0009605_12,GO_0009605_17,GO_0009605_18,GO_0009605_19,GO_0009605_20,GO_0009605_21,GO_0009605_22,GO_0012501_1,GO_0012501_4,GO_0012501_5,GO_0012501_6,GO_0012501_7,GO_0012501_8,GO_0012501_9,GO_0012501_10,GO_0012501_12,GO_0012501_16,GO_0012501_17,GO_0012501_19,GO_0012501_25,GO_0012501_26,GO_0031399_1,GO_0031399_2,GO_0031399_3,GO_0031399_5,GO_0031399_9,GO_0031399_10,GO_0031399_21,GO_0031399_22,GO_0031399_23,GO_0032200_4,GO_0033554_1,GO_0033554_2,GO_0033554_3,GO_0033554_4,GO_0033554_6,GO_0033554_8,GO_0033554_9,GO_0033554_10,GO_0033554_14,GO_0033554_15,GO_0033554_16,GO_0033554_17,GO_0033554_18,GO_0033554_19,GO_0033554_20,GO_0033554_22,GO_0033554_24,GO_0033554_25,GO_0044255_1,GO_0044255_2,GO_0044255_4,GO_0044255_9,GO_0044255_10,GO_0044255_11,GO_0044255_12,GO_0044255_13,GO_0048870_1,GO_0048870_2,GO_0048870_3,GO_0048870_5,GO_0048870_6,GO_0048870_8,GO_0048870_13,GO_0048870_14,GO_0048870_15,GO_0048870_20,GO_0048870_22,GO_0048870_23,GO_0051276_2,GO_0051276_3,GO_0051276_5,GO_0051276_8,GO_0051276_9,GO_0051276_10,GO_0051276_11
A101D_SKIN--malignant_melanoma,2.56323613529412,2.15550596277724,0.970475473384764,0.521288449758921,0.986866943297975,1.28931354310511,1.71728683085824,1.09458948003857,0.860758836451301,2.02343968948891,0.722851483799422,1.33422199623915,1.22350097608486,0.15780115216972,1.52710791812922,1.22433612632594,0.714862348987464,1.5299251490839,1.43947348177435,0.928050739633558,1.61663168158149,0.938941227386693,1.89093792902604,1.3123090027001,1.98510300578592,1.57705300250723,1.50026895139826,1.22019553085825,0.676333538862102,0.812106447444552,0.521445483124398,1.72482621523626,1.90900580366442,0.846362226904532,0.855284254580521,0.659471890646094,0.0797897629701052,1.27722150086789,1.77380521600771,1.09072921562199,1.36255276779171,1.9154713903568,1.33892480057859,1.28036657878496,1.40812191890068,1.00640172497589,0.714374026036643,0.555001479459981,2.01901955689489,1.14696546229508,2.02628264648023,0.670140340019287,1.19498852150434,1.94798458823529,1.1675602756027,0.524767463837994,1.5089891608486,1.0709019924783,1.32757196393443,1.50698142372228,0.533069440887174,1.42513216489875,0.719680731629702,1.80550248717454,0.613614177145613,0.319498032786885,1.12306162622951,1.32736663857281,0.592434391128255,0.764296530376084,1.36101148833172,0.83848483066538,1.26186314686596,1.46220094030858,2.06024818379942,0.983187137704918,1.0040831734812,1.55157596644166,0.934559367984571,0.78821120289296,1.59345108842816,1.86966506547734,1.75941760838959,2.39078304252652,0.702191686595951,1.25182532381871,1.01295974590164,0.44194965313404,0.549659152362585,1.00467606104147,0.469237011186115,2.2493647876567,0.992943124590165,0.51398025024108,0.517559947155255,0.603653509546767,0.407694737994214,0.705012341562198,0.944340178881388,2.10173265805207,1.22920522700096,1.76750888177435,0.516771200096432,1.13742843153327,1.73493057087753,1.31492396538091,1.41562438862102,1.45688210588235,1.57499343799421,2.12269239344262,0.953185806364513,1.25145009893925,1.21958742005786,1.02878184243009,0.761385883895853,0.39267979903568,0.76266801099325,0.741491432497589,1.21541267965285,1.10443305853423,0.915932864995178,2.60340243105111,1.16896843587271,1.08481922854388,0.181616751591129,0.419811184667309,1.5212223436837,1.63944160597878,0.951878928254581,1.46918668543876,3.01516886287367,1.61578134329797,1.74959658264224,1.04036865785921,1.37951437753134,2.02023472314368,1.0196473,0.684888641658631,0.359017221890067,1.3792675539055,0.389624825650916,2.60826264435873,1.91266638235294,1.54983791899711,1.11967776181292,0.598081051108968,1.11945673365477,1.10130162844744,0.957182307039537
HS939T_SKIN--malignant_melanoma,2.68670973895853,2.30727061176471,0.820553935294117,0.636687440115719,0.925700990067502,1.96460043510125,1.52207834194793,0.84719545689489,0.798598123818707,1.66356632594021,0.572514862777242,1.08588145621987,1.46733878129219,0.102491475699132,1.76638597839923,1.04664983702989,0.732734044262295,1.52952175564127,1.11659061581485,0.811694257955641,1.39526496605593,0.767808629990357,1.77998540732883,1.33015040192864,2.00291270395371,1.68343428891032,1.86672260713597,0.86964081388621,0.711757142526518,0.723286447444553,0.429125048698168,1.54924986711668,1.91004106403086,0.847172819479268,0.733061453230473,0.657954388235294,0.164561156412729,1.43529236489875,1.97919747540984,1.19139299864995,1.07360701176471,2.20647603934426,1.24698298862102,1.19706833770492,1.56528957994214,1.00808030597878,0.896028586306654,0.57291441436837,2.08396850433944,0.93105788611379,2.16223147434908,0.630270087367406,1.13389280308582,2.27263342622951,2.5482644289296,0.405225432015428,1.37271844435873,1.41237005226615,1.09808500057859,1.84915683066538,0.653329440887174,1.16810617550627,0.716637041658631,1.89636754985535,0.64926341099325,0.121805339922855,0.990002799807135,1.28513795101254,0.618266333269047,0.98705581388621,1.69981164358727,0.85689245458052,0.967478389392477,1.43988693211186,2.14575375564127,0.719944852266153,1.03142885188042,1.65017545438766,0.706366572902603,0.635358845130183,1.58942407299904,1.62693460067502,1.68268057126326,2.46407605072324,0.697685898746385,1.06451721292189,1.05321589922854,0.653581487270974,0.569158577627774,1.15440590337512,0.669845229122469,2.14543107020251,0.969203957762777,0.366750397782063,0.537405701735776,0.512765049566055,0.478783762102217,1.38988757974928,0.885975853905496,2.11521301870781,1.13012245554484,1.74192938177435,0.105555256509161,1.01997085294118,1.52173342719383,1.02827390221794,1.14522080617165,1.44554692941177,1.50852074079074,2.02471845323047,1.30284097367406,1.03072577878496,1.2043236659595,0.958191958148505,0.313319542044358,0.483266575313403,0.867399579942142,0.761600344262295,0.996679819479267,1.07838591147541,0.869737039537127,2.57248533172613,1.16908470395371,1.66246282449373,0.0781495143683708,0.706790238187078,1.62866279064609,1.66130026268081,0.97540135834137,1.23315410202507,3.14546297955641,1.8187206075217,1.59983112844745,0.785190863259401,1.46951902796528,1.98743894831244,1.40679153143684,0.70589532343298,0.22910217222758,1.36658163780135,0.251657644840887,2.96356668775313,1.61888736981678,1.39884191996143,1.16106455159113,0.62152131436837,1.13684673365477,0.91977298090646,0.957698128640309
RVH421_SKIN--malignant_melanoma,2.01896270568949,1.97924360501447,0.860415153230472,0.423230595371264,0.782833640019286,2.51374642063645,1.78912189643201,0.886364904339441,0.758114181677917,2.17650099614272,0.57640447126326,0.957527393056895,1.10991597029894,0.318003065863066,1.64863112063645,1.11327896046287,0.718154128640308,1.45287130144648,0.971691771070396,0.729802211186113,1.47280413288332,0.801093945805208,1.78512454570877,1.39206467193828,1.42206344937319,1.69736084628737,1.76427062497589,0.990881486499517,0.612943252459017,0.642099137897782,0.591145567502411,1.28141991533269,1.66471836393443,0.76631233394407,0.593091881388621,0.816967088331726,0.262347543105112,1.31958221735776,1.53619246576663,1.18976118958534,0.973688707039537,2.02639799884282,1.08310766171649,1.18675864146576,1.45539247338476,0.843681240887174,0.689480946962392,0.597483954387656,1.86756989826422,0.880488858148506,1.91688416094503,0.638803185728063,1.07138700125362,1.91843170588235,1.96821244243009,0.331567268081002,1.41902787926712,1.2519443222758,0.854400757569912,1.43698122217936,0.516891133269044,1.06439179363549,0.632182025747348,1.68693416123433,0.441773735004822,0.151310263741563,0.892972361041467,1.3507850783028,0.62732861099325,0.805457951783992,1.18292776412729,0.923649355255545,0.792469385053037,1.44401567512054,1.92825950395371,0.877694352266153,1.00731118601736,1.04430178900675,0.883306070973964,0.670406678302797,1.46645833866924,1.60019687791707,1.27808001340405,2.23218866258438,0.61987962005786,1.02800443471552,1.02296816248795,0.89517115313404,0.593309726133077,1.16722995882353,0.520936631726133,1.93606485130183,1.09148087965284,0.457532064609451,0.520584566730955,0.495293550048215,0.536218682545806,0.982957341562198,0.826472843780135,2.0993994584378,1.01442582102218,1.61004163876567,0.237586927193829,0.933915419479268,1.36611534040501,0.983839003471553,1.00669893828351,1.34460080019287,1.40286395583414,1.98677788235294,1.25211508360656,0.934567911861138,1.14214335062681,1.13894396297011,0.335042307714561,0.531865262873675,0.761192307039537,0.918837902603665,0.943919007521697,0.870288597107041,0.79903630954677,2.31059953230473,1.17729701350048,1.40545503230473,0.310858279074253,0.838396527483124,1.57650759537126,1.57486687309547,0.986498012150434,1.2915571222758,2.78354238167792,1.68200622757956,1.63689081890068,0.768041222950819,1.73311160703954,1.90318409633558,1.01466824985535,0.695847017743491,0.391102997203472,1.37806672844744,0.30699966316297,2.47354691051109,1.49916042574735,1.15965395949855,1.11252955159113,0.651897840887175,1.06151783780135,0.865900019961427,0.804842599228545
HS852T_SKIN--malignant_melanoma,2.21575867434908,2.2771768557377,0.809677064513018,0.800993501832209,1.2455038246866,1.11148252092575,1.2070976900675,0.791902951591129,0.830807666730954,1.83472304435873,0.532793052748312,0.926406387753133,1.30993134059788,0.541500201350047,1.61515135593057,0.941328149469623,0.860648743394407,1.6918475270974,0.878069686210222,0.805575916104147,1.65982168158149,0.607489770298941,1.27301986393443,1.44984171533269,1.87771671552555,1.89335102854388,1.84724005506268,0.617489133558342,0.890342036933462,0.880173898746384,0.669197964802315,1.11609441388621,1.93186543529412,0.74900758611379,0.858809014464803,0.661698524686596,0.619419165091611,1.21375257608486,1.79788945419479,1.16327571321119,0.93712084975892,1.68513073461909,1.08827035506268,1.0259714563163,1.53367046663452,0.961453502700096,0.995596007714561,0.876499627965284,2.15530589874638,1.05563738563163,2.08545992082931,0.633558881002893,0.906220928447444,1.9745791436837,1.41037413866924,0.194715399228543,1.05124919942141,1.52252382854388,0.789150861716488,1.82696082970106,0.896778078302796,0.977693284474446,0.79872872536162,1.83792934734812,0.687564945708776,0.113604579556412,0.773611344648024,1.41684365978785,0.847141605207329,0.851264784956605,1.70458555004822,0.778121318129219,0.863757629508195,1.20266598563163,1.98030592632594,0.68087796075217,1.39733690925747,1.71864009180328,0.72395142729026,0.78604044590164,1.26645359807136,1.68535545699132,1.47650411465767,2.30592001407907,0.82835954869817,0.827718071166827,0.889848160077147,1.0169616777242,0.609368774349085,1.35322209575699,1.00498398177435,2.1833807876567,0.969261589392479,0.645033391031822,0.733992539729991,0.960004906846673,0.596342280906461,1.26385200597878,0.816546275313404,1.73768901002893,0.820677954098359,1.876933187946,0.340904907425266,0.937890668756026,1.01115011186114,1.20825359701061,0.951898167791707,1.56068621002893,1.23589335458052,2.10176689296046,1.40944195101254,1.52630703336548,1.1077347807136,1.05434085110897,0.30085155024108,0.609090381485053,1.00145181909354,1.16188070877531,0.720538263066538,0.953566258630666,0.892492135004822,2.6170091485053,1.13146534811957,1.07946535824494,-0.0840946476374151,0.619119630665381,1.49490024966249,1.56879671542912,0.892999014079075,1.40883443857281,2.94349390337512,1.7244997270974,1.93118634831244,0.964974491031823,1.29194287608486,1.54670937213115,0.762909223336547,0.906992724590164,0.131433342430087,1.2967365539055,0.239299434619093,2.5563016096432,1.70021377145612,0.809284480231437,1.12448776181292,0.944040330761813,1.00758569122469,0.738024118804243,0.993359632015429
SKMEL30_SKIN--malignant_melanoma,1.95776458466731,1.48304533211186,0.881296694214078,0.847132876952749,0.841389817454194,0.759960103375121,1.76636785014465,1.07453295159113,1.09019137261331,1.62403319286403,0.505224757184185,1.19247583809065,1.02535320462874,0.390149282352941,1.59382647791707,1.11106683992285,0.877733686017358,1.36068408254581,1.14937468621022,1.03225239440694,1.18796400462874,1.06766568158149,1.46393655583414,1.37672060347155,1.63680234811958,1.54207685303761,1.6064313,1.23436655303761,0.819344441465766,0.921700279652846,0.568777240115719,1.23761602815815,1.43668198784957,0.785977899035679,1.10232020732883,0.881828332786885,0.458722543105111,1.52106819710704,1.60191866441659,1.33389898514947,1.16624544474446,1.9029313903568,1.34834766171649,1.23853660771456,1.36641990347155,1.19900046268081,1.09936547926712,0.610873930761813,1.70218359546769,0.924730281967213,1.72988794783028,0.647094368948891,1.42181368543876,1.95969042622951,0.985188294889103,0.358351224686596,1.27229785805207,1.40993083529412,1.23651268717454,1.60430233982642,0.991134397492769,1.29607164898746,0.927532437512054,1.59972757010607,0.641107433172613,0.199201405496625,1.01688578244937,1.28237755756991,0.621646638958535,0.864539994214079,1.25111949315333,1.00503653606557,1.13999742073288,1.56750148563163,1.82321363027965,0.977171616489875,1.34726003269045,1.27093502815815,0.6221586780135,0.874193866345227,1.46155002333655,1.34277172507232,1.60619113635487,1.97639606133076,0.921503252651881,1.21364251571842,1.081153524108,1.05175535612343,0.506301275795565,1.24451573124397,0.887201211282546,1.93680320038573,1.14388292304725,0.50597381388621,0.558404603375121,0.863533876952748,0.616612659402122,1.15900117184185,0.971548901157185,1.58261965805207,1.21261182102218,1.58789048881389,0.414549922372227,1.30835450916104,1.1443633876567,1.21165677540984,1.17196084474446,1.19819803066538,1.39813304503375,1.68761599421408,1.36543294329797,1.02897776239151,1.26434564378013,1.10300507483124,0.631379647155255,0.513378814464802,1.06703509681774,1.1906498539055,1.04879251571842,1.1101643246866,1.11371874059788,2.16943660848602,1.26416901350048,1.39832167839923,0.114856008100289,0.825453054484089,1.36323209681774,1.50568410501446,1.28010635834137,1.51871620617165,2.20352908659595,1.83634622757956,1.62560812844744,1.24991031648987,1.20303870347155,2.02615177232401,1.04227944271938,0.94719032343298,0.464112174156219,1.3414015539055,0.345682314561234,2.14430847174542,1.43499795564127,1.24156172613308,1.19775745805207,0.710865593056895,1.2100414192864,1.01324051803279,1.20260059633558
COLO792_SKIN--malignant_melanoma,1.84219182767599,1.6020492096432,0.608609114175506,0.601311440115719,0.793284050819672,1.57914343510125,1.15610411436837,0.869024832015431,0.722816836451301,1.43074887463838,0.529956427386693,0.867759185245901,0.924669392671166,0.243512637222757,1.26047855265188,0.871038736740597,0.596433727000965,1.3067115270974,0.852653615814851,0.537112801832208,1.54143213577628,0.693247867695275,1.43569314503375,1.10195140675024,1.14652371166827,1.61919784628737,1.58485058302796,0.840320297010607,0.760936181581485,0.531355310511091,0.684363716489874,1.15434780540019,1.32472832150434,0.75339383587271,0.739045782063644,0.522818497203472,0.229084264416585,1.02316741215043,1.3088677270974,1.11995399864995,0.859385959691416,1.30022360250723,1.01927105515911,0.843655713789777,1.16387632246866,0.770987437126325,0.700820263259402,0.464766590838958,1.74646566152363,0.94915750761813,1.61957633066538,0.725995815429122,0.332198872999035,1.87255942430087,0.698845354676953,0.396672332690453,1.134751424108,0.979984812150434,0.613859183799421,1.27167417203472,0.66545798090646,0.991250953712632,0.629000578302796,1.48423208891032,0.638238828061717,0.310144105110897,0.617908929990357,0.92950059710704,0.658989333269046,0.833622166827386,1.23387906788814,0.500940210607521,0.721927797782064,1.24968303866924,1.69371055506268,0.761468155544841,1.58328540347155,0.843356553712633,0.877145167888138,0.537715986885246,1.43571891243973,1.33444075544841,1.27509282005786,1.83307472671167,0.578139226615237,0.748886378784955,0.801080981677917,1.19135343326905,0.58747143201543,0.82507427029894,0.6850944195757,1.67031916374156,0.596683554676953,0.448987323047251,0.509756530086789,0.73045107945998,0.732401776567021,1.85765200597878,0.637464770009643,1.63983966769528,1.04798081330762,1.43875608476374,0.565555500964321,0.771296821118611,0.830766458052073,0.64672679566056,0.938929365477339,0.951064449180329,1.06722386904532,1.88958632594021,0.740655498264223,0.744594911861138,0.783767644744453,1.27147310376085,0.476949650048216,0.422014462487945,0.807635225072325,0.667945840405014,0.728091515718418,0.425767992960463,0.817472204918033,2.14355251783992,0.868540180327868,1.50810031677917,0.262943166248795,0.922955391513983,1.22039235911283,1.38386081620058,1.01004485593057,1.39963781176471,2.10582947714561,1.71205276374156,1.46801350067502,0.716040491031822,1.66642062150434,1.13301989672131,0.837809139922854,0.780861713018322,0.543550247926712,1.10984040540019,0.320102437994213,2.16105083240116,0.908078486981678,1.01488727627772,1.0296458804243,0.593058419479267,0.703103981485053,0.48904747415622,0.770906246287368
LOXIMVI_SKIN--malignant_melanoma,2.49340301089682,2.23147761176471,0.822331862005785,0.791317019672131,0.941892934136933,0.0523464206364518,1.14955745477338,1.12907999209258,0.918755181677917,1.62677304435873,0.852408007425265,1.18015880385728,1.15467434059788,0.225675953519768,1.71641901504339,0.998195796528447,0.944924108871746,1.71145739594985,1.08043710761813,1.12585217839923,1.92261076451302,1.10164289132112,1.74171487598843,0.938228921697204,1.79822971552555,1.63270296682739,1.9095549316297,1.17977589199614,0.961682266923818,0.860937524590164,0.289994409353906,1.9103643463838,1.92811005824494,0.720596099132112,1.06215161137898,1.07229199238187,0.737101316489874,1.44380636489875,1.71125311861138,1.0336283930569,1.14887445728062,2.16565869797493,1.31205731359691,1.29282864146577,1.46082938804243,1.14685884406943,1.28217091031823,0.772668360848601,2.13808964705882,0.768459924204436,2.10175622989392,0.588575618707811,1.17759471243973,2.28406706075217,1.11629835467695,0.202039992285438,0.996283097203472,1.10633238977821,1.12680500057859,1.66781148833173,1.14038719016393,0.845610416586307,0.987643144840888,1.82815803780135,0.794513896046288,0.162889969623915,1.27581201774349,1.19564066075217,0.96139035834137,1.31215916682739,0.969434850916104,1.04938787550627,1.01831621774349,0.751751113886211,2.14107755313404,1.40431718158149,1.00777305776278,1.64233697512054,0.630536775409836,0.900859724590164,1.13661678225651,1.38580151822565,1.61375736007715,2.48138801697203,0.980392418514949,1.23313421292189,1.01745980135005,0.888895765477338,0.636258792671168,1.14951611648987,1.06425825081967,1.94386581851495,0.826853501639346,0.263457230472516,0.700993636162006,1.0452345539055,0.600364702314368,0.445313005978786,1.0529178394407,1.58276316335584,1.35450890395371,1.96089202497589,0.296910064609451,1.22182705930569,1.42381575313404,1.14503122526519,1.31160816779171,1.35907528621022,2.27286539170685,1.98014280424301,1.16657036615236,1.1861817855352,0.910596352555449,0.961666182835101,1.12366151938284,0.843310097010607,1.07039908138862,1.2434662222758,1.06065725342334,1.10629318244937,1.06171902025072,2.54628555930569,1.01759954194793,0.784274671166827,0.544366395756991,0.385357700096432,1.25831142372228,1.69367751581485,0.998720020829315,1.51164626981678,2.08707647714561,2.11400173770492,1.37595596258438,0.810349016586307,0.64806869093539,1.23579682295082,1.15012827878496,0.955019794021216,0.60523642150434,1.82926486538091,0.356663738862101,2.8352914804243,1.98009667261331,1.35581740067502,1.18078422082932,0.968358821600772,1.12500215409836,1.02364521861138,1.18292078534233
CHL1_SKIN--malignant_melanoma,1.79773321099325,1.47860362719383,0.809070398649952,0.954135595371263,1.23520417425265,1.75344443510125,1.61261994464802,1.12588441735776,1.18625619807136,1.33990209739634,0.582602494406944,1.03836201118611,0.952085557569912,0.570452666634522,1.3938649075217,1.37675612632594,0.973971651301832,1.16150145477338,1.1675251731919,0.986451343780135,1.40748523413693,1.02285722401157,1.49485218698168,1.04681740675024,1.17452155062681,1.37154939884282,1.35882863413693,1.30961276374156,0.763242057184186,0.865408449373193,0.597900651398265,0.726875089874639,1.29466375930569,0.561670201350048,1.073458243973,0.729616836162005,0.970324720540019,1.23375005535198,1.11965176952748,1.26090936509161,1.04575624995178,1.30322404898747,1.17384522970106,0.889544000192864,1.1877952048216,1.16079343857281,0.819444403085825,0.778395469334618,1.45895326133076,0.874293490742526,1.49022132584378,0.768008981292189,1.42303594676953,1.55232302700096,2.22610331706847,0.411309363548697,1.39660210684667,1.06543077839923,1.11357230144648,1.02044944300868,0.710932482352941,1.29951152459016,0.962229151108968,1.44119238109932,0.511974203664417,0.410819785920926,1.00341813828351,1.19089301369335,0.661381272516876,0.715552047251687,0.792928344648024,0.967292918900675,1.1152711632594,1.91699370838959,1.50145819826422,1.33313796268081,0.944178978688525,0.630465375313405,1.2514324147541,1.02760440732883,1.40036334734812,1.3785272144648,0.940694023529412,1.7407615656702,0.99656530858245,1.18502190530376,1.0110493756027,0.864109386499518,0.490527378013501,1.12229508466731,0.79336673297975,1.74636285805207,1.61797712459016,0.759809178881388,0.375603983317262,0.785536812343297,0.72909496027001,1.31639821523626,1.07810795853423,1.5868133436837,1.12285245554484,1.32071476605593,0.432740910318226,1.32477832931533,1.20939231243973,1.1660186563163,1.16153778977821,1.02269061697204,1.30766693654773,1.3815611340405,1.00389347608486,1.09883396779171,1.29683595429122,1.24177079228544,0.573514892092574,0.625652446094504,0.901722443008679,1.37845271697203,1.24612170183221,1.01665350067502,1.10652049132112,1.85337931340405,1.28540084088717,1.49141957521697,0.375007690838959,1.07132223095468,1.45352872748312,1.46854976702025,1.13854069874638,1.23168191494696,2.13643299305689,1.42186622757956,1.58019347753134,0.917322612536161,2.11138009450338,1.58622132102218,0.279762356412729,1.06280329932498,0.372474791321119,0.806985307039537,0.526428471745418,2.02160978900675,1.08372558293153,1.34542255978785,1.05672807714561,0.807773253616201,1.07363547135969,0.971673095660559,1.22023745458052
CJM_SKIN--malignant_melanoma,1.70928600462874,1.73386338032787,0.745287161427193,0.886255030279653,2.06748809951784,-0.230477781870781,1.76818625033751,0.604752652651881,0.745060764127289,1.85742723240116,0.41817491002893,0.886908809643201,1.15626817955641,1.48918627126326,0.591585769623915,0.665297736740597,0.912132291128254,2.17280230916104,0.619012944648024,0.917488344262295,2.17434696605593,0.895506907714562,1.33985923809065,1.6524314048216,2.2578729710704,1.08038996682739,1.79415288630665,0.465313232883317,0.771633787656702,0.693799576663453,2.10075928302797,2.29844308987464,1.84569543529412,0.837505480038573,0.801413753134042,0.730998222372227,0.97504316894889,1.19075714696239,1.78986356219865,1.51838084628737,0.848047593249759,0.703079602507234,1.07847655371263,1.26184801080038,1.01251578823529,0.784767005593057,1.12034930376085,0.939414429797493,2.21550206027001,1.84201499604629,2.15485899942141,0.652844204050145,0.799003014271938,1.63694202700096,0.0357089429122461,2.21680884474445,0.0502572206364513,1.13695924898746,1.00144118476374,1.35624142372228,1.3299146144648,0.330741524590165,0.818219319382835,1.93404356624879,1.54179660096432,1.53949512246866,1.04003604570878,0.824422531533269,1.15948260520733,1.24685639826422,1.17552265515911,0.958758167213115,0.598461485342333,0.246540206943105,1.97953192150434,1.42765779826422,1.5063459246866,2.17984810916104,2.25257026190935,0.769697245323048,1.25305546451302,0.613270329218901,2.34713564021215,2.6123468096432,0.737169134040503,0.849993155062682,1.00689410607522,1.04848203066538,0.85005962102218,0.979254386981678,1.56368067608486,1.23340845593057,0.142313501639346,1.84197349566056,1.16623714484089,1.29619230896818,0.538322786210222,0.557159992478302,0.719446,0.690287667695275,1.12114463587271,2.18832824146577,1.38743926181292,0.737032304725168,-0.225806954676953,1.1230219002893,1.07370736547734,0.851971280424302,1.76330913182256,1.30718001350048,1.57586455081967,2.1213380729026,1.13371170163934,1.06037632555448,2.1898102045323,1.09197677782064,1.05309802160077,1.00896218707811,0.571569007521697,1.15757397897782,0.768764732883318,2.71242794310511,0.479443608486016,1.12748872999036,0.439468538476374,1.0341694093539,0.695619789681775,2.08569318842816,0.736599706460944,1.08413035081967,1.1081492948891,1.49986822372228,1.54777966557377,0.476453222950819,0.024006208775313,0.0621052351976858,1.47123191041466,0.939978815236259,0.831260910414658,2.41167391841851,2.33806540810029,2.58028004358727,1.57065562536162,0.975679020250723,0.528233077145613,1.06618944165863,1.09339438167792,0.74966041581485,0.764588549083895
WM983B_SKIN--malignant_melanoma,2.07106083635487,1.46451571976856,0.691945207714561,0.693713440115719,0.893114080231438,1.30705943124397,0.669563811571842,0.799745665188044,0.843900181677917,1.61695709739634,0.413338922082932,0.81590436557377,0.673151062873675,0.258990244262294,1.33163330289296,1.10180796046287,0.731416204339441,1.36360381832208,0.702425173191901,0.847585028447444,1.36892258611379,0.833507617454196,1.78303996711668,0.893588002700097,1.53261706750241,1.2273106707811,1.19486548659595,0.749932400675025,0.730026304532305,0.722442044358727,0.385143879459981,0.981702117839922,1.38324471976856,0.466979140115718,0.908367069431051,0.416313824590163,0.145199206557377,1.41739037743491,1.30590774831244,0.903053095081968,0.867784990549661,1.68596102777242,1.27655661253616,1.00332936374156,1.38977460887175,1.02405218881389,1.03952537994214,0.419636632786885,1.86447456943105,0.781730935294118,1.71967887502411,0.640563653905497,1.08581404802314,1.6991741436837,0.701774942912246,0.222888331726133,1.068052643973,1.45661230877531,1.00115453963356,1.28635142372228,0.936756659787849,0.697848175506269,0.687447170877531,1.45815872246866,0.505032358437802,0.172080912729026,0.791201920347156,1.07370908023144,0.422114911861138,0.568471517839922,0.896132524011572,0.820097915043394,0.830303699421407,1.52676452034716,1.61518435062681,0.327650138669239,1.40912926219865,1.08073598476374,0.754735952844744,0.624692808486017,0.928010015139827,1.48909049267117,1.03299287068467,1.94048365245902,0.812280540019287,0.835096880231436,0.932390461427193,0.90228208611379,0.350218792671168,1.02623786239151,1.05644884098361,1.65767224088717,0.674727879652845,0.295737143683703,0.466624435101254,0.864740997492768,0.378563657955642,1.29206291918997,0.732777463837994,1.70050436489875,1.16165721350048,1.56395783066538,0.257492985535197,1.05675064223722,1.33123231243973,0.729246756123434,1.25412346865959,0.87511595448409,0.826875437994214,1.68249439151398,1.42038498910318,1.13588923972999,0.734037420057859,1.00839052999036,0.289195105689489,0.196995098939247,0.968500534619095,0.901640470588235,0.69546615795564,1.1705943825458,0.887233702507233,2.20948053230473,0.601047054001928,1.31573096769527,-0.268814647637416,0.42208649903568,1.22263359681774,1.39474336007715,0.901341726711668,1.36921275294117,2.54038199884282,1.9421806075217,1.42215454599807,0.537724248987464,1.49716660703954,1.88303146470588,0.824440071456124,0.894056420829316,0.257725947058823,1.00142272844744,0.0357564177434897,2.1053508487946,1.45398866779171,0.877595322082931,1.15822842622951,0.736885718418516,1.11890783780135,0.674758949083895,1.00615651918997
