,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
3753,0.33266393343607586,0.013237968289839423,0.025124867757161457,0.0009255336223124071,45,sqrt,370,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 370}",-2.9871837967056973,-2.427439744221051,-2.2433083609043476,-2.552643967277032,0.31632761403377446,1767
3754,0.3542923927307129,0.0010168602989133538,0.026790459950764973,0.0006085325348554423,45,sqrt,375,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 375}",-2.9811532361172004,-2.435272594071041,-2.253199107179946,-2.556541645789396,0.3093099207781745,1888
3755,0.3415733178456624,0.01566376718320683,0.025672515233357746,0.0008403171495024807,45,sqrt,380,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 380}",-2.982564870454708,-2.4356123323349483,-2.247776389435016,-2.555317864074891,0.31168957709732437,1852
3756,0.3545159498850505,0.013839664939516294,0.026806433995564777,0.0009737541786105948,45,sqrt,385,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 385}",-2.9767109099645737,-2.4361811058391782,-2.24867783128698,-2.5538566156969105,0.30864616756344343,1806
3757,0.34870068232218426,0.013839315471047543,0.026447296142578125,0.001015196519169941,45,sqrt,390,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 390}",-2.9734985764808224,-2.433108610752725,-2.2446925177166253,-2.550433234983391,0.30888333116890676,1680
3758,0.3627126216888428,0.013660394801655637,0.027396122614542644,0.001143288748237296,45,sqrt,395,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 395}",-2.956589209598241,-2.4299964597964574,-2.2454240999210393,-2.5440032564385793,0.30131613029728455,1434
3759,0.3585367202758789,0.01534000242772755,0.026950995127360027,0.0008877752267788114,45,sqrt,400,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 400}",-2.9505341725199785,-2.416885570944674,-2.245460262354301,-2.537626668606318,0.30024003086140205,1140
3760,0.3711249828338623,0.013580436122297347,0.02782440185546875,0.0009503375528880809,45,sqrt,405,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 405}",-2.9499610430558585,-2.4174902394651343,-2.250465348537193,-2.5393055436860617,0.29827591579985735,1214
3761,0.3757387002309163,0.014140005246242116,0.028533299763997395,0.001339947064458138,45,sqrt,410,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 410}",-2.955134623229025,-2.42047300210333,-2.2446839093802717,-2.5400971782375423,0.30212305642888027,1237
3762,0.37111425399780273,0.013482548880622756,0.027917861938476562,0.0011780494812326768,45,sqrt,415,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 415}",-2.961842940712196,-2.43362109819739,-2.256440610109295,-2.5506348830062935,0.2996300845837296,1694
