"","source_node","source_cluster","target_node","target_cluster","edge_values","edge_type"
"3078","SHB","1","IFITM1","3",-0.010761584362066,"Between cluster"
"3079","SHB","1","IRF7","3",0.0406983157979085,"Between cluster"
"3080","SHB","1","NLRX1","3",0.000347897321715751,"Between cluster"
"3081","SHB","1","NMI","3",-0.0445784953312782,"Between cluster"
"3082","SHB","1","OAS1","3",0.114741260701986,"Between cluster"
"3083","SHB","1","OAS2","3",-0.123345042325427,"Between cluster"
"3084","SHB","1","OASL","3",0.185148608758288,"Between cluster"
"3085","SHB","1","PARP10","3",-0.0814529535105229,"Between cluster"
"3086","SHB","1","PARP9","3",0.107633921798837,"Between cluster"
"3087","SHB","1","PLSCR1","3",0.224511528163682,"Between cluster"
"3088","SHB","1","RNF135","3",0.0570221573253886,"Between cluster"
"3089","SHB","1","TRIM21","3",-0.0342207807900073,"Between cluster"
"3090","SHB","1","TRIM25","3",-0.0402400231107986,"Between cluster"
"3091","SLK","1","ADAR","3",-0.0380622008898758,"Between cluster"
"3092","SLK","1","BST2","3",0.0391154528199472,"Between cluster"
"3093","SLK","1","DDX58","3",0.248334768432204,"Between cluster"
"3094","SLK","1","DHX58","3",0.105064298215823,"Between cluster"
"3095","SLK","1","DTX3L","3",0.262396465741983,"Between cluster"
"3096","SLK","1","EIF2AK2","3",0.230600775093281,"Between cluster"
"3097","SLK","1","IFIH1","3",0.194982610931259,"Between cluster"
"3098","SLK","1","IFITM1","3",0.196907678122944,"Between cluster"
"3099","SLK","1","IRF7","3",0.0393824611610854,"Between cluster"
"3100","SLK","1","NLRX1","3",0.0893261399975409,"Between cluster"
"3101","SLK","1","NMI","3",0.210146521697182,"Between cluster"
"3102","SLK","1","OAS1","3",0.212182641079358,"Between cluster"
"3103","SLK","1","OAS2","3",0.0766890953010317,"Between cluster"
"3104","SLK","1","OASL","3",0.237580974904067,"Between cluster"
"3105","SLK","1","PARP10","3",-0.027025649642023,"Between cluster"
"3106","SLK","1","PARP9","3",0.187568889426739,"Between cluster"
"3107","SLK","1","PLSCR1","3",0.306992409037548,"Between cluster"
"3108","SLK","1","RNF135","3",0.110997291523041,"Between cluster"
"3109","SLK","1","TRIM21","3",0.109699553025921,"Between cluster"
"3110","SLK","1","TRIM25","3",0.183129599080458,"Between cluster"
"3111","TAOK3","1","ADAR","3",0.0478047573491173,"Between cluster"
"3112","TAOK3","1","BST2","3",0.199110170548457,"Between cluster"
"3113","TAOK3","1","DDX58","3",0.177402841144961,"Between cluster"
"3114","TAOK3","1","DHX58","3",0.284869779599135,"Between cluster"
"3115","TAOK3","1","DTX3L","3",0.273539413607011,"Between cluster"
"3116","TAOK3","1","EIF2AK2","3",0.0171662416967627,"Between cluster"
"3117","TAOK3","1","IFIH1","3",0.219784456409801,"Between cluster"
"3118","TAOK3","1","IFITM1","3",0.234830832048796,"Between cluster"
"3119","TAOK3","1","IRF7","3",0.175865669192781,"Between cluster"
"3120","TAOK3","1","NLRX1","3",0.147183896544268,"Between cluster"
"3121","TAOK3","1","NMI","3",0.3696557757767,"Between cluster"
"3122","TAOK3","1","OAS1","3",0.227768225875817,"Between cluster"
"3123","TAOK3","1","OAS2","3",0.385633624757153,"Between cluster"
"3124","TAOK3","1","OASL","3",0.191222403149873,"Between cluster"
"3125","TAOK3","1","PARP10","3",0.286042544538874,"Between cluster"
"3126","TAOK3","1","PARP9","3",0.258465381332589,"Between cluster"
"3127","TAOK3","1","PLSCR1","3",0.168351108092247,"Between cluster"
"3128","TAOK3","1","RNF135","3",0.195347197760785,"Between cluster"
"3129","TAOK3","1","TRIM21","3",0.361354863794365,"Between cluster"
"3130","TAOK3","1","TRIM25","3",0.280546746090416,"Between cluster"
"3131","TJP2","1","ADAR","3",0.0240703363179626,"Between cluster"
"3132","TJP2","1","BST2","3",0.0112007227096092,"Between cluster"
"3133","TJP2","1","DDX58","3",0.301257575916828,"Between cluster"
"3134","TJP2","1","DHX58","3",0.113914422320673,"Between cluster"
"3135","TJP2","1","DTX3L","3",0.322526897813931,"Between cluster"
"3136","TJP2","1","EIF2AK2","3",0.141316683381404,"Between cluster"
"3137","TJP2","1","IFIH1","3",0.280902349670868,"Between cluster"
"3138","TJP2","1","IFITM1","3",0.166213977336652,"Between cluster"
"3139","TJP2","1","IRF7","3",0.208583163937844,"Between cluster"
"3140","TJP2","1","NLRX1","3",0.0537009432593483,"Between cluster"
"3141","TJP2","1","NMI","3",0.199889695672728,"Between cluster"
"3142","TJP2","1","OAS1","3",0.299692263942123,"Between cluster"
"3143","TJP2","1","OAS2","3",0.106444055136496,"Between cluster"
"3144","TJP2","1","OASL","3",0.275644891862377,"Between cluster"
"3145","TJP2","1","PARP10","3",0.0676716410235734,"Between cluster"
"3146","TJP2","1","PARP9","3",0.255429367211222,"Between cluster"
"3147","TJP2","1","PLSCR1","3",0.345094527094913,"Between cluster"
"3148","TJP2","1","RNF135","3",-0.000869345156275372,"Between cluster"
"3149","TJP2","1","TRIM21","3",0.13312645656111,"Between cluster"
"3150","TJP2","1","TRIM25","3",0.273498904498717,"Between cluster"
"3151","VAV1","1","ADAR","3",0.355083235875943,"Between cluster"
"3152","VAV1","1","BST2","3",0.311124172116621,"Between cluster"
"3153","VAV1","1","DDX58","3",0.0889113536557578,"Between cluster"
"3154","VAV1","1","DHX58","3",0.196521017589349,"Between cluster"
"3155","VAV1","1","DTX3L","3",0.157004162850274,"Between cluster"
"3156","VAV1","1","EIF2AK2","3",-0.0155102590957778,"Between cluster"
"3157","VAV1","1","IFIH1","3",0.281861413169582,"Between cluster"
"3158","VAV1","1","IFITM1","3",0.248231029411472,"Between cluster"
"3159","VAV1","1","IRF7","3",0.241673095584305,"Between cluster"
"3160","VAV1","1","NLRX1","3",0.192974808642416,"Between cluster"
"3161","VAV1","1","NMI","3",0.399011267846017,"Between cluster"
"3162","VAV1","1","OAS1","3",0.174898362908242,"Between cluster"
"3163","VAV1","1","OAS2","3",0.268559036917983,"Between cluster"
"3164","VAV1","1","OASL","3",0.13061637110159,"Between cluster"
"3165","VAV1","1","PARP10","3",0.310671830271431,"Between cluster"
"3166","VAV1","1","PARP9","3",0.10349683322911,"Between cluster"
"3167","VAV1","1","PLSCR1","3",0.0139591137410939,"Between cluster"
"3168","VAV1","1","RNF135","3",0.180716388757137,"Between cluster"
"3169","VAV1","1","TRIM21","3",0.235673599244504,"Between cluster"
"3170","VAV1","1","TRIM25","3",0.378351515008233,"Between cluster"
"3171","VAV2","1","ADAR","3",-0.0546582540651381,"Between cluster"
"3172","VAV2","1","BST2","3",-0.0486056462583907,"Between cluster"
"3173","VAV2","1","DDX58","3",0.0957778974428826,"Between cluster"
"3174","VAV2","1","DHX58","3",0.00730864702837737,"Between cluster"
"3175","VAV2","1","DTX3L","3",0.0910948801412883,"Between cluster"
"3176","VAV2","1","EIF2AK2","3",0.0130852543854701,"Between cluster"
"3177","VAV2","1","IFIH1","3",0.0017150756922427,"Between cluster"
"3178","VAV2","1","IFITM1","3",-0.0125811314740028,"Between cluster"
"3179","VAV2","1","IRF7","3",0.0993836226302323,"Between cluster"
"3180","VAV2","1","NLRX1","3",0.0124923009020645,"Between cluster"
"3181","VAV2","1","NMI","3",-0.0220841087670147,"Between cluster"
"3182","VAV2","1","OAS1","3",0.122414091475022,"Between cluster"
"3183","VAV2","1","OAS2","3",-0.0337286937640336,"Between cluster"
"3184","VAV2","1","OASL","3",0.155006238155162,"Between cluster"
"3185","VAV2","1","PARP10","3",0.00624730185880904,"Between cluster"
"3186","VAV2","1","PARP9","3",0.100153806557338,"Between cluster"
"3187","VAV2","1","PLSCR1","3",0.100625808420079,"Between cluster"
"3188","VAV2","1","RNF135","3",-0.0432353943008845,"Between cluster"
"3189","VAV2","1","TRIM21","3",0.000994703333207961,"Between cluster"
"3190","VAV2","1","TRIM25","3",0.0663787767009042,"Between cluster"
"3191","VAV3","1","ADAR","3",0.185938453093452,"Between cluster"
"3192","VAV3","1","BST2","3",0.105697146594422,"Between cluster"
"3193","VAV3","1","DDX58","3",-0.00246385123665137,"Between cluster"
"3194","VAV3","1","DHX58","3",0.081841974408041,"Between cluster"
"3195","VAV3","1","DTX3L","3",0.127773938406732,"Between cluster"
"3196","VAV3","1","EIF2AK2","3",-0.0294877846005295,"Between cluster"
"3197","VAV3","1","IFIH1","3",0.0871630756867414,"Between cluster"
"3198","VAV3","1","IFITM1","3",0.110256915097539,"Between cluster"
"3199","VAV3","1","IRF7","3",0.0339422316655595,"Between cluster"
"3200","VAV3","1","NLRX1","3",0.0687872367932593,"Between cluster"
"3201","VAV3","1","NMI","3",0.162931776471472,"Between cluster"
"3202","VAV3","1","OAS1","3",0.0882011502719753,"Between cluster"
"3203","VAV3","1","OAS2","3",0.062700819943037,"Between cluster"
"3204","VAV3","1","OASL","3",0.0175680776777136,"Between cluster"
"3205","VAV3","1","PARP10","3",0.124014231174182,"Between cluster"
"3206","VAV3","1","PARP9","3",0.0941146245975766,"Between cluster"
"3207","VAV3","1","PLSCR1","3",0.0665563949805497,"Between cluster"
"3208","VAV3","1","RNF135","3",0.100765225879533,"Between cluster"
"3209","VAV3","1","TRIM21","3",-0.00588044938369688,"Between cluster"
"3210","VAV3","1","TRIM25","3",0.0296270027141022,"Between cluster"
"3211","WASF2","1","ADAR","3",0.18248393862779,"Between cluster"
"3212","WASF2","1","BST2","3",0.158593357616774,"Between cluster"
"3213","WASF2","1","DDX58","3",0.147285715426361,"Between cluster"
"3214","WASF2","1","DHX58","3",0.207910785954508,"Between cluster"
"3215","WASF2","1","DTX3L","3",0.311945238852294,"Between cluster"
"3216","WASF2","1","EIF2AK2","3",0.0374995434721969,"Between cluster"
"3217","WASF2","1","IFIH1","3",0.156176698384517,"Between cluster"
"3218","WASF2","1","IFITM1","3",0.230755860036076,"Between cluster"
"3219","WASF2","1","IRF7","3",0.200790876716076,"Between cluster"
"3220","WASF2","1","NLRX1","3",0.112239628231735,"Between cluster"
"3221","WASF2","1","NMI","3",0.298978621671918,"Between cluster"
"3222","WASF2","1","OAS1","3",0.102885957320994,"Between cluster"
"3223","WASF2","1","OAS2","3",0.216801034519442,"Between cluster"
"3224","WASF2","1","OASL","3",0.0940730176325296,"Between cluster"
"3225","WASF2","1","PARP10","3",0.247271932967665,"Between cluster"
"3226","WASF2","1","PARP9","3",0.201640781907893,"Between cluster"
"3227","WASF2","1","PLSCR1","3",0.145205196899446,"Between cluster"
"3228","WASF2","1","RNF135","3",0.0771597413004094,"Between cluster"
"3229","WASF2","1","TRIM21","3",0.281216591772119,"Between cluster"
"3230","WASF2","1","TRIM25","3",0.289431976969951,"Between cluster"
"3231","WIPF2","1","ADAR","3",0.217637049092325,"Between cluster"
"3232","WIPF2","1","BST2","3",0.058417136427814,"Between cluster"
"3233","WIPF2","1","DDX58","3",0.185001993078796,"Between cluster"
"3234","WIPF2","1","DHX58","3",0.221368817418676,"Between cluster"
"3235","WIPF2","1","DTX3L","3",0.313988660301265,"Between cluster"
"3236","WIPF2","1","EIF2AK2","3",0.0981953213776978,"Between cluster"
"3237","WIPF2","1","IFIH1","3",0.149120301587057,"Between cluster"
"3238","WIPF2","1","IFITM1","3",0.153236616281448,"Between cluster"
"3239","WIPF2","1","IRF7","3",0.153382140648388,"Between cluster"
"3240","WIPF2","1","NLRX1","3",0.161204498008927,"Between cluster"
"3241","WIPF2","1","NMI","3",0.174640786531389,"Between cluster"
"3242","WIPF2","1","OAS1","3",0.218698834905264,"Between cluster"
"3243","WIPF2","1","OAS2","3",0.13160882004293,"Between cluster"
"3244","WIPF2","1","OASL","3",0.200555532194113,"Between cluster"
"3245","WIPF2","1","PARP10","3",0.154563344727258,"Between cluster"
"3246","WIPF2","1","PARP9","3",0.227362866385118,"Between cluster"
"3247","WIPF2","1","PLSCR1","3",0.217231866067946,"Between cluster"
"3248","WIPF2","1","RNF135","3",0.166459022738181,"Between cluster"
"3249","WIPF2","1","TRIM21","3",0.154983754254929,"Between cluster"
"3250","WIPF2","1","TRIM25","3",0.28420494153497,"Between cluster"
"3251","ABI1","1","CBLC","4",0.122284322020026,"Between cluster"
"3252","ABI1","1","DDR1","4",-0.14558197665461,"Between cluster"
"3253","ABI1","1","EFNA1","4",-0.0876424005260815,"Between cluster"
"3254","ABI1","1","EFNA3","4",0.0925422594030329,"Between cluster"
"3255","ABI1","1","EFNA4","4",0.114371879710137,"Between cluster"
"3256","ABI1","1","EFNB2","4",-0.154588369015034,"Between cluster"
"3257","ABI1","1","EPHA1","4",0.136860089992203,"Between cluster"
"3258","ABI1","1","EPHA2","4",-0.206654173336279,"Between cluster"
"3259","ABI1","1","EPHA4","4",-0.229653732053867,"Between cluster"
"3260","ABI1","1","EPHB2","4",-0.173433239551618,"Between cluster"
"3261","ABI1","1","EPHB3","4",-0.117408572458513,"Between cluster"
"3262","ABI1","1","EPHB4","4",-0.116898106042079,"Between cluster"
"3263","ABI1","1","ERBB2","4",-0.0341217166776556,"Between cluster"
"3264","ABI1","1","ERBB3","4",-0.0272753599318879,"Between cluster"
"3265","ABI1","1","GRB7","4",0.13135739885533,"Between cluster"
"3266","ABI1","1","MST1R","4",0.0846335509288685,"Between cluster"
"3267","ABI1","1","STYK1","4",0.00191142838158464,"Between cluster"
"3268","ABI1","1","TYRO3","4",-0.259588386622427,"Between cluster"
"3269","AKAP13","1","CBLC","4",0.0874322412326492,"Between cluster"
"3270","AKAP13","1","DDR1","4",-0.00471271203039699,"Between cluster"
"3271","AKAP13","1","EFNA1","4",0.00500528262124546,"Between cluster"
"3272","AKAP13","1","EFNA3","4",0.0226746627094826,"Between cluster"
"3273","AKAP13","1","EFNA4","4",0.106961983894108,"Between cluster"
"3274","AKAP13","1","EFNB2","4",0.0444834880484626,"Between cluster"
"3275","AKAP13","1","EPHA1","4",0.104869252118222,"Between cluster"
"3276","AKAP13","1","EPHA2","4",-0.00266810236096918,"Between cluster"
"3277","AKAP13","1","EPHA4","4",-0.0923555153799132,"Between cluster"
"3278","AKAP13","1","EPHB2","4",-0.0294956775829235,"Between cluster"
"3279","AKAP13","1","EPHB3","4",-0.0922948996789165,"Between cluster"
"3280","AKAP13","1","EPHB4","4",-0.00912954454462027,"Between cluster"
"3281","AKAP13","1","ERBB2","4",0.0101631320994647,"Between cluster"
"3282","AKAP13","1","ERBB3","4",-0.0630161602341245,"Between cluster"
"3283","AKAP13","1","GRB7","4",0.0776049594813147,"Between cluster"
"3284","AKAP13","1","MST1R","4",0.149554785047341,"Between cluster"
"3285","AKAP13","1","STYK1","4",-0.0516055585146616,"Between cluster"
"3286","AKAP13","1","TYRO3","4",-0.135659466867208,"Between cluster"
"3287","ARAP2","1","CBLC","4",0.41842697950739,"Between cluster"
"3288","ARAP2","1","DDR1","4",0.343118372378786,"Between cluster"
"3289","ARAP2","1","EFNA1","4",0.319503694605291,"Between cluster"
"3290","ARAP2","1","EFNA3","4",0.160106437857477,"Between cluster"
"3291","ARAP2","1","EFNA4","4",0.217782642517495,"Between cluster"
"3292","ARAP2","1","EFNB2","4",0.242806887251091,"Between cluster"
"3293","ARAP2","1","EPHA1","4",0.427065034390102,"Between cluster"
"3294","ARAP2","1","EPHA2","4",0.234218181513846,"Between cluster"
"3295","ARAP2","1","EPHA4","4",-0.0606352481900226,"Between cluster"
"3296","ARAP2","1","EPHB2","4",0.138926522242665,"Between cluster"
"3297","ARAP2","1","EPHB3","4",0.0172349603418439,"Between cluster"
"3298","ARAP2","1","EPHB4","4",0.114145585038108,"Between cluster"
"3299","ARAP2","1","ERBB2","4",0.223341843734374,"Between cluster"
"3300","ARAP2","1","ERBB3","4",0.332847346886513,"Between cluster"
"3301","ARAP2","1","GRB7","4",0.433715058819276,"Between cluster"
"3302","ARAP2","1","MST1R","4",0.471022667019776,"Between cluster"
"3303","ARAP2","1","STYK1","4",0.336377100424369,"Between cluster"
"3304","ARAP2","1","TYRO3","4",-0.113178407883414,"Between cluster"
"3305","ARHGAP26","1","CBLC","4",0.225912937914613,"Between cluster"
"3306","ARHGAP26","1","DDR1","4",0.171707731244024,"Between cluster"
"3307","ARHGAP26","1","EFNA1","4",0.150941877529494,"Between cluster"
"3308","ARHGAP26","1","EFNA3","4",0.0307066521285472,"Between cluster"
"3309","ARHGAP26","1","EFNA4","4",0.0907135220476875,"Between cluster"
"3310","ARHGAP26","1","EFNB2","4",0.197736821384029,"Between cluster"
"3311","ARHGAP26","1","EPHA1","4",0.218900019791839,"Between cluster"
"3312","ARHGAP26","1","EPHA2","4",0.208494521118891,"Between cluster"
"3313","ARHGAP26","1","EPHA4","4",-0.0293245644771153,"Between cluster"
"3314","ARHGAP26","1","EPHB2","4",0.20612187321531,"Between cluster"
"3315","ARHGAP26","1","EPHB3","4",-0.00567554720674916,"Between cluster"
"3316","ARHGAP26","1","EPHB4","4",0.084129976817884,"Between cluster"
"3317","ARHGAP26","1","ERBB2","4",0.114782598702125,"Between cluster"
"3318","ARHGAP26","1","ERBB3","4",0.153232796190215,"Between cluster"
"3319","ARHGAP26","1","GRB7","4",0.247852711249626,"Between cluster"
"3320","ARHGAP26","1","MST1R","4",0.24922776653973,"Between cluster"
"3321","ARHGAP26","1","STYK1","4",0.125002628666652,"Between cluster"
"3322","ARHGAP26","1","TYRO3","4",-0.0214152216124642,"Between cluster"
"3323","ARHGAP27","1","CBLC","4",0.50604192356444,"Between cluster"
"3324","ARHGAP27","1","DDR1","4",0.268558428931632,"Between cluster"
"3325","ARHGAP27","1","EFNA1","4",0.303797443223147,"Between cluster"
"3326","ARHGAP27","1","EFNA3","4",0.29256865085318,"Between cluster"
"3327","ARHGAP27","1","EFNA4","4",0.361242192624652,"Between cluster"
"3328","ARHGAP27","1","EFNB2","4",0.153056453246357,"Between cluster"
"3329","ARHGAP27","1","EPHA1","4",0.578496652591244,"Between cluster"
"3330","ARHGAP27","1","EPHA2","4",0.140918522266791,"Between cluster"
"3331","ARHGAP27","1","EPHA4","4",-0.179136194567857,"Between cluster"
"3332","ARHGAP27","1","EPHB2","4",0.10031768874064,"Between cluster"
"3333","ARHGAP27","1","EPHB3","4",0.0790787831699833,"Between cluster"
"3334","ARHGAP27","1","EPHB4","4",0.146863326720908,"Between cluster"
"3335","ARHGAP27","1","ERBB2","4",0.304600349439886,"Between cluster"
"3336","ARHGAP27","1","ERBB3","4",0.353514497788303,"Between cluster"
"3337","ARHGAP27","1","GRB7","4",0.525193341610036,"Between cluster"
"3338","ARHGAP27","1","MST1R","4",0.596774679217187,"Between cluster"
"3339","ARHGAP27","1","STYK1","4",0.354158484463922,"Between cluster"
"3340","ARHGAP27","1","TYRO3","4",-0.137558606756879,"Between cluster"
"3341","ARHGAP32","1","CBLC","4",0.423983145047269,"Between cluster"
"3342","ARHGAP32","1","DDR1","4",0.511841335836185,"Between cluster"
"3343","ARHGAP32","1","EFNA1","4",0.455875280154596,"Between cluster"
"3344","ARHGAP32","1","EFNA3","4",0.251911063863936,"Between cluster"
"3345","ARHGAP32","1","EFNA4","4",0.161136655983396,"Between cluster"
"3346","ARHGAP32","1","EFNB2","4",0.366760824562063,"Between cluster"
"3347","ARHGAP32","1","EPHA1","4",0.360259024890883,"Between cluster"
"3348","ARHGAP32","1","EPHA2","4",0.202125578386023,"Between cluster"
"3349","ARHGAP32","1","EPHA4","4",0.137818281122945,"Between cluster"
"3350","ARHGAP32","1","EPHB2","4",0.238201680543139,"Between cluster"
"3351","ARHGAP32","1","EPHB3","4",0.37397389928591,"Between cluster"
"3352","ARHGAP32","1","EPHB4","4",0.267952927609228,"Between cluster"
"3353","ARHGAP32","1","ERBB2","4",0.344600852011624,"Between cluster"
"3354","ARHGAP32","1","ERBB3","4",0.474036561694936,"Between cluster"
"3355","ARHGAP32","1","GRB7","4",0.377384304555836,"Between cluster"
"3356","ARHGAP32","1","MST1R","4",0.407390647628996,"Between cluster"
"3357","ARHGAP32","1","STYK1","4",0.350092636674094,"Between cluster"
"3358","ARHGAP32","1","TYRO3","4",0.124505521473766,"Between cluster"
"3359","ARHGEF1","1","CBLC","4",-0.00615773420380838,"Between cluster"
"3360","ARHGEF1","1","DDR1","4",-0.229343110212987,"Between cluster"
"3361","ARHGEF1","1","EFNA1","4",-0.169517598526859,"Between cluster"
"3362","ARHGEF1","1","EFNA3","4",0.0886858772832433,"Between cluster"
"3363","ARHGEF1","1","EFNA4","4",0.0327689793290048,"Between cluster"
"3364","ARHGEF1","1","EFNB2","4",-0.0554698822379669,"Between cluster"
"3365","ARHGEF1","1","EPHA1","4",0.0906648134381771,"Between cluster"
"3366","ARHGEF1","1","EPHA2","4",-0.046845160034934,"Between cluster"
"3367","ARHGEF1","1","EPHA4","4",-0.15297198080643,"Between cluster"
"3368","ARHGEF1","1","EPHB2","4",-0.101181615823857,"Between cluster"
"3369","ARHGEF1","1","EPHB3","4",-0.132833143141662,"Between cluster"
"3370","ARHGEF1","1","EPHB4","4",0.0282010971673268,"Between cluster"
"3371","ARHGEF1","1","ERBB2","4",-0.133102610225027,"Between cluster"
"3372","ARHGEF1","1","ERBB3","4",-0.122968564595689,"Between cluster"
"3373","ARHGEF1","1","GRB7","4",-0.0978183913616804,"Between cluster"
"3374","ARHGEF1","1","MST1R","4",0.00738632933166312,"Between cluster"
"3375","ARHGEF1","1","STYK1","4",-0.13113224483026,"Between cluster"
"3376","ARHGEF1","1","TYRO3","4",-0.0209599259220821,"Between cluster"
"3377","ARHGEF10L","1","CBLC","4",0.286952830005771,"Between cluster"
"3378","ARHGEF10L","1","DDR1","4",0.425034637466564,"Between cluster"
"3379","ARHGEF10L","1","EFNA1","4",0.371440260754048,"Between cluster"
"3380","ARHGEF10L","1","EFNA3","4",0.0810163713238448,"Between cluster"
"3381","ARHGEF10L","1","EFNA4","4",0.193409184777683,"Between cluster"
"3382","ARHGEF10L","1","EFNB2","4",0.247855599863114,"Between cluster"
"3383","ARHGEF10L","1","EPHA1","4",0.2043707918181,"Between cluster"
"3384","ARHGEF10L","1","EPHA2","4",0.274013281736204,"Between cluster"
"3385","ARHGEF10L","1","EPHA4","4",0.149784044324766,"Between cluster"
"3386","ARHGEF10L","1","EPHB2","4",0.329241222920745,"Between cluster"
"3387","ARHGEF10L","1","EPHB3","4",0.291737805553225,"Between cluster"
"3388","ARHGEF10L","1","EPHB4","4",0.218385059556513,"Between cluster"
"3389","ARHGEF10L","1","ERBB2","4",0.456439198491918,"Between cluster"
"3390","ARHGEF10L","1","ERBB3","4",0.333506844387497,"Between cluster"
"3391","ARHGEF10L","1","GRB7","4",0.308126115264871,"Between cluster"
"3392","ARHGEF10L","1","MST1R","4",0.224696915576565,"Between cluster"
"3393","ARHGEF10L","1","STYK1","4",0.256028292262761,"Between cluster"
"3394","ARHGEF10L","1","TYRO3","4",0.127749144789184,"Between cluster"
"3395","ARHGEF16","1","CBLC","4",0.693382569753904,"Between cluster"
"3396","ARHGEF16","1","DDR1","4",0.623296403417473,"Between cluster"
"3397","ARHGEF16","1","EFNA1","4",0.641409724504973,"Between cluster"
"3398","ARHGEF16","1","EFNA3","4",0.38644876973827,"Between cluster"
"3399","ARHGEF16","1","EFNA4","4",0.471343031515494,"Between cluster"
"3400","ARHGEF16","1","EFNB2","4",0.34922838138818,"Between cluster"
"3401","ARHGEF16","1","EPHA1","4",0.632743253973781,"Between cluster"
"3402","ARHGEF16","1","EPHA2","4",0.339047052741514,"Between cluster"
"3403","ARHGEF16","1","EPHA4","4",0.0613185870207849,"Between cluster"
"3404","ARHGEF16","1","EPHB2","4",0.301481330224202,"Between cluster"
"3405","ARHGEF16","1","EPHB3","4",0.395577074709298,"Between cluster"
"3406","ARHGEF16","1","EPHB4","4",0.411543614067569,"Between cluster"
"3407","ARHGEF16","1","ERBB2","4",0.525236405000174,"Between cluster"
"3408","ARHGEF16","1","ERBB3","4",0.595458516295078,"Between cluster"
"3409","ARHGEF16","1","GRB7","4",0.706111343198093,"Between cluster"
"3410","ARHGEF16","1","MST1R","4",0.651528491671523,"Between cluster"
"3411","ARHGEF16","1","STYK1","4",0.489451878031094,"Between cluster"
"3412","ARHGEF16","1","TYRO3","4",0.0911944336256352,"Between cluster"
"3413","ARHGEF19","1","CBLC","4",0.351411865769925,"Between cluster"
"3414","ARHGEF19","1","DDR1","4",0.311853663431971,"Between cluster"
"3415","ARHGEF19","1","EFNA1","4",0.318616899916865,"Between cluster"
"3416","ARHGEF19","1","EFNA3","4",0.208345285242043,"Between cluster"
"3417","ARHGEF19","1","EFNA4","4",0.267907129557845,"Between cluster"
"3418","ARHGEF19","1","EFNB2","4",0.207758179143511,"Between cluster"
"3419","ARHGEF19","1","EPHA1","4",0.336688631554571,"Between cluster"
"3420","ARHGEF19","1","EPHA2","4",0.219064142645951,"Between cluster"
"3421","ARHGEF19","1","EPHA4","4",0.0746303136312111,"Between cluster"
"3422","ARHGEF19","1","EPHB2","4",0.180566640695068,"Between cluster"
"3423","ARHGEF19","1","EPHB3","4",0.258358332691809,"Between cluster"
"3424","ARHGEF19","1","EPHB4","4",0.292876042085913,"Between cluster"
"3425","ARHGEF19","1","ERBB2","4",0.240523725682671,"Between cluster"
"3426","ARHGEF19","1","ERBB3","4",0.251829387882141,"Between cluster"
"3427","ARHGEF19","1","GRB7","4",0.275047461136167,"Between cluster"
"3428","ARHGEF19","1","MST1R","4",0.365442236680413,"Between cluster"
"3429","ARHGEF19","1","STYK1","4",0.317847289711995,"Between cluster"
"3430","ARHGEF19","1","TYRO3","4",0.0783000008673221,"Between cluster"
"3431","ARHGEF3","1","CBLC","4",0.210306234358492,"Between cluster"
"3432","ARHGEF3","1","DDR1","4",0.222224305038782,"Between cluster"
"3433","ARHGEF3","1","EFNA1","4",0.182923476550975,"Between cluster"
"3434","ARHGEF3","1","EFNA3","4",0.134638604706831,"Between cluster"
"3435","ARHGEF3","1","EFNA4","4",0.152141019087134,"Between cluster"
"3436","ARHGEF3","1","EFNB2","4",0.120556235842661,"Between cluster"
"3437","ARHGEF3","1","EPHA1","4",0.2557508682415,"Between cluster"
"3438","ARHGEF3","1","EPHA2","4",0.0667798647575795,"Between cluster"
"3439","ARHGEF3","1","EPHA4","4",-0.0188984755124297,"Between cluster"
"3440","ARHGEF3","1","EPHB2","4",0.0590876752687445,"Between cluster"
"3441","ARHGEF3","1","EPHB3","4",0.166522220588251,"Between cluster"
"3442","ARHGEF3","1","EPHB4","4",0.0566332289957019,"Between cluster"
"3443","ARHGEF3","1","ERBB2","4",0.119997146660878,"Between cluster"
"3444","ARHGEF3","1","ERBB3","4",0.206144163700142,"Between cluster"
"3445","ARHGEF3","1","GRB7","4",0.191667599809138,"Between cluster"
"3446","ARHGEF3","1","MST1R","4",0.25337639569723,"Between cluster"
"3447","ARHGEF3","1","STYK1","4",0.0675930491901417,"Between cluster"
"3448","ARHGEF3","1","TYRO3","4",0.0244797148744172,"Between cluster"
"3449","ARHGEF5","1","CBLC","4",0.597808578838603,"Between cluster"
"3450","ARHGEF5","1","DDR1","4",0.643733170480513,"Between cluster"
"3451","ARHGEF5","1","EFNA1","4",0.603553631807823,"Between cluster"
"3452","ARHGEF5","1","EFNA3","4",0.231511900377831,"Between cluster"
"3453","ARHGEF5","1","EFNA4","4",0.412435492379305,"Between cluster"
"3454","ARHGEF5","1","EFNB2","4",0.359264600372509,"Between cluster"
"3455","ARHGEF5","1","EPHA1","4",0.582696873627382,"Between cluster"
"3456","ARHGEF5","1","EPHA2","4",0.445006590894852,"Between cluster"
"3457","ARHGEF5","1","EPHA4","4",0.0743982995837779,"Between cluster"
"3458","ARHGEF5","1","EPHB2","4",0.323355732124357,"Between cluster"
"3459","ARHGEF5","1","EPHB3","4",0.284624171570175,"Between cluster"
"3460","ARHGEF5","1","EPHB4","4",0.363996789487729,"Between cluster"
