"","source_node","source_cluster","target_node","target_cluster","edge_values","edge_type"
"115","ARAP2","1","PSMB5","2",-0.234700084595383,"Between cluster"
"116","ARAP2","1","PSMD5","2",0.0746246054175296,"Between cluster"
"117","ARAP2","1","PSME1","2",0.353782866646322,"Between cluster"
"118","ARAP2","1","RIOK3","2",0.11878714147603,"Between cluster"
"119","ARAP2","1","RIPK2","2",0.171817933267687,"Between cluster"
"120","ARAP2","1","RNF103","2",0.167715714384595,"Between cluster"
"121","ARAP2","1","RNF128","2",0.219907373063701,"Between cluster"
"122","ARAP2","1","RNF43","2",0.336453434113941,"Between cluster"
"123","ARAP2","1","SETD7","2",-0.0483135548109247,"Between cluster"
"124","ARAP2","1","SIAH2","2",0.137534012901917,"Between cluster"
"125","ARAP2","1","SLC27A2","2",0.373001611747605,"Between cluster"
"126","ARAP2","1","TAB3","2",0.342757645544105,"Between cluster"
"127","ARAP2","1","TANK","2",0.0971581988905804,"Between cluster"
"128","ARAP2","1","TRAF7","2",0.160122185456654,"Between cluster"
"129","ARAP2","1","TRIM56","2",0.305034123489523,"Between cluster"
"130","ARAP2","1","TYSND1","2",0.278088055421862,"Between cluster"
"131","ARAP2","1","UBC","2",0.117310948014805,"Between cluster"
"132","ARAP2","1","UBE2D1","2",0.15694034538268,"Between cluster"
"133","ARAP2","1","USP3","2",0.253180501705496,"Between cluster"
"134","ARAP2","1","USP43","2",0.471167200978613,"Between cluster"
"135","ARAP2","1","ZC3H12A","2",0.316342476775527,"Between cluster"
"136","ARHGAP26","1","ACOT4","2",0.116003027008026,"Between cluster"
"137","ARHGAP26","1","AJUBA","2",0.149548011513249,"Between cluster"
"138","ARHGAP26","1","ALPK1","2",0.233862111348121,"Between cluster"
"139","ARHGAP26","1","ASCC2","2",0.0589519545807509,"Between cluster"
"140","ARHGAP26","1","CRAT","2",-0.0289976884170618,"Between cluster"
"141","ARHGAP26","1","CROT","2",-0.0206648158037691,"Between cluster"
"142","ARHGAP26","1","DPY30","2",-0.059333169159079,"Between cluster"
"143","ARHGAP26","1","DVL1","2",0.0441551378756878,"Between cluster"
"144","ARHGAP26","1","EGLN3","2",0.152444727510216,"Between cluster"
"145","ARHGAP26","1","HDAC6","2",-0.00383183667807879,"Between cluster"
"146","ARHGAP26","1","IDH1","2",0.18383122268628,"Between cluster"
"147","ARHGAP26","1","IRF3","2",0.181937666543704,"Between cluster"
"148","ARHGAP26","1","KDM2A","2",0.101843933556981,"Between cluster"
"149","ARHGAP26","1","LGR4","2",0.146795205347538,"Between cluster"
"150","ARHGAP26","1","MYCBP2","2",-0.00620521630713766,"Between cluster"
"151","ARHGAP26","1","N4BP1","2",0.111681879072532,"Between cluster"
"152","ARHGAP26","1","NBR1","2",0.0734238592730038,"Between cluster"
"153","ARHGAP26","1","NF1","2",0.12005330232481,"Between cluster"
"154","ARHGAP26","1","NOD1","2",0.206950101276941,"Between cluster"
"155","ARHGAP26","1","OTUB2","2",0.146786521365497,"Between cluster"
"156","ARHGAP26","1","OTUD7B","2",-0.0632188083429824,"Between cluster"
"157","ARHGAP26","1","PEX13","2",0.132516274644555,"Between cluster"
"158","ARHGAP26","1","PHYH","2",-0.0217377827005064,"Between cluster"
"159","ARHGAP26","1","PSMB10","2",0.245467080416264,"Between cluster"
"160","ARHGAP26","1","PSMB5","2",-0.190699482624327,"Between cluster"
"161","ARHGAP26","1","PSMD5","2",0.0391385188489355,"Between cluster"
"162","ARHGAP26","1","PSME1","2",0.249132391359442,"Between cluster"
"163","ARHGAP26","1","RIOK3","2",0.0936624659383044,"Between cluster"
"164","ARHGAP26","1","RIPK2","2",0.07967555696056,"Between cluster"
"165","ARHGAP26","1","RNF103","2",0.118086073709182,"Between cluster"
"166","ARHGAP26","1","RNF128","2",0.174481634936859,"Between cluster"
"167","ARHGAP26","1","RNF43","2",0.211692756441697,"Between cluster"
"168","ARHGAP26","1","SETD7","2",0.0309708839909042,"Between cluster"
"169","ARHGAP26","1","SIAH2","2",0.0289451594724121,"Between cluster"
"170","ARHGAP26","1","SLC27A2","2",0.220860490023387,"Between cluster"
"171","ARHGAP26","1","TAB3","2",0.13615523008641,"Between cluster"
"172","ARHGAP26","1","TANK","2",0.1784732258051,"Between cluster"
"173","ARHGAP26","1","TRAF7","2",0.134569950310648,"Between cluster"
"174","ARHGAP26","1","TRIM56","2",0.320693500653616,"Between cluster"
"175","ARHGAP26","1","TYSND1","2",0.138048649136245,"Between cluster"
"176","ARHGAP26","1","UBC","2",0.0361989925634281,"Between cluster"
"177","ARHGAP26","1","UBE2D1","2",0.149015560740794,"Between cluster"
"178","ARHGAP26","1","USP3","2",0.195309546701248,"Between cluster"
"179","ARHGAP26","1","USP43","2",0.234362586342839,"Between cluster"
"180","ARHGAP26","1","ZC3H12A","2",0.280828842506704,"Between cluster"
"181","ARHGAP27","1","ACOT4","2",0.314532077197297,"Between cluster"
"182","ARHGAP27","1","AJUBA","2",0.0228007418003806,"Between cluster"
"183","ARHGAP27","1","ALPK1","2",0.302307794322339,"Between cluster"
"184","ARHGAP27","1","ASCC2","2",0.133667477968855,"Between cluster"
"185","ARHGAP27","1","CRAT","2",-0.242108058054443,"Between cluster"
"186","ARHGAP27","1","CROT","2",-0.0422156398941608,"Between cluster"
"187","ARHGAP27","1","DPY30","2",0.153441549885309,"Between cluster"
"188","ARHGAP27","1","DVL1","2",0.15799746147405,"Between cluster"
"189","ARHGAP27","1","EGLN3","2",0.149086108679158,"Between cluster"
"190","ARHGAP27","1","HDAC6","2",0.0758734147663798,"Between cluster"
"191","ARHGAP27","1","IDH1","2",0.150916105770558,"Between cluster"
"192","ARHGAP27","1","IRF3","2",0.426541906719608,"Between cluster"
"193","ARHGAP27","1","KDM2A","2",0.425528307385825,"Between cluster"
"194","ARHGAP27","1","LGR4","2",0.102201085185153,"Between cluster"
"195","ARHGAP27","1","MYCBP2","2",0.117180206328562,"Between cluster"
"196","ARHGAP27","1","N4BP1","2",0.244906188795564,"Between cluster"
"197","ARHGAP27","1","NBR1","2",0.0359717923386564,"Between cluster"
"198","ARHGAP27","1","NF1","2",0.117882430564038,"Between cluster"
"199","ARHGAP27","1","NOD1","2",0.243477248697444,"Between cluster"
"200","ARHGAP27","1","OTUB2","2",0.130142593702218,"Between cluster"
"201","ARHGAP27","1","OTUD7B","2",-0.121588769491309,"Between cluster"
"202","ARHGAP27","1","PEX13","2",0.260742516889868,"Between cluster"
"203","ARHGAP27","1","PHYH","2",-0.112452774088259,"Between cluster"
"204","ARHGAP27","1","PSMB10","2",0.349330932945828,"Between cluster"
"205","ARHGAP27","1","PSMB5","2",-0.294334297030265,"Between cluster"
"206","ARHGAP27","1","PSMD5","2",0.0680504167033543,"Between cluster"
"207","ARHGAP27","1","PSME1","2",0.403230671644199,"Between cluster"
"208","ARHGAP27","1","RIOK3","2",0.129972712980646,"Between cluster"
"209","ARHGAP27","1","RIPK2","2",0.180287850331623,"Between cluster"
"210","ARHGAP27","1","RNF103","2",0.224775819896429,"Between cluster"
"211","ARHGAP27","1","RNF128","2",0.143523346402951,"Between cluster"
"212","ARHGAP27","1","RNF43","2",0.390642789779929,"Between cluster"
"213","ARHGAP27","1","SETD7","2",-0.0786422922247665,"Between cluster"
"214","ARHGAP27","1","SIAH2","2",0.209112773292589,"Between cluster"
"215","ARHGAP27","1","SLC27A2","2",0.449020943034124,"Between cluster"
"216","ARHGAP27","1","TAB3","2",0.180782865184019,"Between cluster"
"217","ARHGAP27","1","TANK","2",0.111159575753688,"Between cluster"
"218","ARHGAP27","1","TRAF7","2",0.290353437557923,"Between cluster"
"219","ARHGAP27","1","TRIM56","2",0.246502083021768,"Between cluster"
"220","ARHGAP27","1","TYSND1","2",0.377211088645537,"Between cluster"
"221","ARHGAP27","1","UBC","2",0.0923060648138873,"Between cluster"
"222","ARHGAP27","1","UBE2D1","2",0.148187903002643,"Between cluster"
"223","ARHGAP27","1","USP3","2",0.363148542875964,"Between cluster"
"224","ARHGAP27","1","USP43","2",0.465558656019915,"Between cluster"
"225","ARHGAP27","1","ZC3H12A","2",0.360646958815946,"Between cluster"
"226","ARHGAP32","1","ACOT4","2",0.231922129753596,"Between cluster"
"227","ARHGAP32","1","AJUBA","2",0.0788920827242799,"Between cluster"
"228","ARHGAP32","1","ALPK1","2",-0.0783807823456432,"Between cluster"
"229","ARHGAP32","1","ASCC2","2",-0.0963153573757751,"Between cluster"
"230","ARHGAP32","1","CRAT","2",0.0223441762730841,"Between cluster"
"231","ARHGAP32","1","CROT","2",0.0607155076054358,"Between cluster"
"232","ARHGAP32","1","DPY30","2",0.287397017500277,"Between cluster"
"233","ARHGAP32","1","DVL1","2",0.2487947396978,"Between cluster"
"234","ARHGAP32","1","EGLN3","2",0.278504525323105,"Between cluster"
"235","ARHGAP32","1","HDAC6","2",-0.0306134094548027,"Between cluster"
"236","ARHGAP32","1","IDH1","2",0.317081138003785,"Between cluster"
"237","ARHGAP32","1","IRF3","2",-0.0196063545571073,"Between cluster"
"238","ARHGAP32","1","KDM2A","2",0.171283108811328,"Between cluster"
"239","ARHGAP32","1","LGR4","2",0.209821856986589,"Between cluster"
"240","ARHGAP32","1","MYCBP2","2",-0.114082009804442,"Between cluster"
"241","ARHGAP32","1","N4BP1","2",0.0985529085539676,"Between cluster"
"242","ARHGAP32","1","NBR1","2",0.0996362006060219,"Between cluster"
"243","ARHGAP32","1","NF1","2",0.122617309567215,"Between cluster"
"244","ARHGAP32","1","NOD1","2",0.0356538368060043,"Between cluster"
"245","ARHGAP32","1","OTUB2","2",0.255186613177929,"Between cluster"
"246","ARHGAP32","1","OTUD7B","2",0.137252262342097,"Between cluster"
"247","ARHGAP32","1","PEX13","2",0.256435901376565,"Between cluster"
"248","ARHGAP32","1","PHYH","2",0.0434739457805841,"Between cluster"
"249","ARHGAP32","1","PSMB10","2",-0.196842628963966,"Between cluster"
"250","ARHGAP32","1","PSMB5","2",0.129043338585421,"Between cluster"
"251","ARHGAP32","1","PSMD5","2",0.115680535358131,"Between cluster"
"252","ARHGAP32","1","PSME1","2",-0.0787959896584964,"Between cluster"
"253","ARHGAP32","1","RIOK3","2",-0.0195933447780218,"Between cluster"
"254","ARHGAP32","1","RIPK2","2",-0.146050083101646,"Between cluster"
"255","ARHGAP32","1","RNF103","2",0.198027707347611,"Between cluster"
"256","ARHGAP32","1","RNF128","2",0.341371176556089,"Between cluster"
"257","ARHGAP32","1","RNF43","2",0.340008695280926,"Between cluster"
"258","ARHGAP32","1","SETD7","2",0.0114770767180125,"Between cluster"
"259","ARHGAP32","1","SIAH2","2",-0.090121009513878,"Between cluster"
"260","ARHGAP32","1","SLC27A2","2",0.305730057203014,"Between cluster"
"261","ARHGAP32","1","TAB3","2",0.0819514706959899,"Between cluster"
"262","ARHGAP32","1","TANK","2",-0.0942152649166545,"Between cluster"
"263","ARHGAP32","1","TRAF7","2",0.0980894507825796,"Between cluster"
"264","ARHGAP32","1","TRIM56","2",-0.0106577639673888,"Between cluster"
"265","ARHGAP32","1","TYSND1","2",0.185263276059871,"Between cluster"
"266","ARHGAP32","1","UBC","2",0.184568849042081,"Between cluster"
"267","ARHGAP32","1","UBE2D1","2",0.0854628978859056,"Between cluster"
"268","ARHGAP32","1","USP3","2",0.201452774777205,"Between cluster"
"269","ARHGAP32","1","USP43","2",0.394993623030256,"Between cluster"
"270","ARHGAP32","1","ZC3H12A","2",0.00937899652665199,"Between cluster"
"271","ARHGEF1","1","ACOT4","2",-0.0354819921718851,"Between cluster"
"272","ARHGEF1","1","AJUBA","2",-0.148008993603125,"Between cluster"
"273","ARHGEF1","1","ALPK1","2",0.24532608138692,"Between cluster"
"274","ARHGEF1","1","ASCC2","2",0.296687138060311,"Between cluster"
"275","ARHGEF1","1","CRAT","2",-0.200662467846568,"Between cluster"
"276","ARHGEF1","1","CROT","2",-0.12550226431738,"Between cluster"
"277","ARHGEF1","1","DPY30","2",-0.148765876447593,"Between cluster"
"278","ARHGEF1","1","DVL1","2",0.0294221974003574,"Between cluster"
"279","ARHGEF1","1","EGLN3","2",-0.179784716929262,"Between cluster"
"280","ARHGEF1","1","HDAC6","2",0.18969775734011,"Between cluster"
"281","ARHGEF1","1","IDH1","2",-0.0745185256509497,"Between cluster"
"282","ARHGEF1","1","IRF3","2",0.391309092295182,"Between cluster"
"283","ARHGEF1","1","KDM2A","2",0.172486287358814,"Between cluster"
"284","ARHGEF1","1","LGR4","2",-0.20924647648572,"Between cluster"
"285","ARHGEF1","1","MYCBP2","2",0.257442028010464,"Between cluster"
"286","ARHGEF1","1","N4BP1","2",0.05559208211412,"Between cluster"
"287","ARHGEF1","1","NBR1","2",-0.0876671824596906,"Between cluster"
"288","ARHGEF1","1","NF1","2",0.0102872259073444,"Between cluster"
"289","ARHGEF1","1","NOD1","2",0.267177815677806,"Between cluster"
"290","ARHGEF1","1","OTUB2","2",-0.117979294088623,"Between cluster"
"291","ARHGEF1","1","OTUD7B","2",-0.110761581729763,"Between cluster"
"292","ARHGEF1","1","PEX13","2",-0.227291468341945,"Between cluster"
"293","ARHGEF1","1","PHYH","2",-0.298069679104721,"Between cluster"
"294","ARHGEF1","1","PSMB10","2",0.369047478356298,"Between cluster"
"295","ARHGEF1","1","PSMB5","2",-0.226289222891184,"Between cluster"
"296","ARHGEF1","1","PSMD5","2",-0.06238004543595,"Between cluster"
"297","ARHGEF1","1","PSME1","2",0.199046593454312,"Between cluster"
"298","ARHGEF1","1","RIOK3","2",0.0582314801505772,"Between cluster"
"299","ARHGEF1","1","RIPK2","2",0.0316929565615004,"Between cluster"
"300","ARHGEF1","1","RNF103","2",-0.174659338185712,"Between cluster"
"301","ARHGEF1","1","RNF128","2",-0.123794625018081,"Between cluster"
"302","ARHGEF1","1","RNF43","2",0.00278780574897316,"Between cluster"
"303","ARHGEF1","1","SETD7","2",-0.0586391753531372,"Between cluster"
"304","ARHGEF1","1","SIAH2","2",0.224011037631716,"Between cluster"
"305","ARHGEF1","1","SLC27A2","2",0.0238991848223923,"Between cluster"
"306","ARHGEF1","1","TAB3","2",0.0617978315806127,"Between cluster"
"307","ARHGEF1","1","TANK","2",-0.0463603796967305,"Between cluster"
"308","ARHGEF1","1","TRAF7","2",0.2742405886625,"Between cluster"
"309","ARHGEF1","1","TRIM56","2",0.252899918013579,"Between cluster"
"310","ARHGEF1","1","TYSND1","2",0.204385275882321,"Between cluster"
"311","ARHGEF1","1","UBC","2",-0.192030831371295,"Between cluster"
"312","ARHGEF1","1","UBE2D1","2",-0.126979843323585,"Between cluster"
"313","ARHGEF1","1","USP3","2",0.064314087686751,"Between cluster"
"314","ARHGEF1","1","USP43","2",-0.131337959433327,"Between cluster"
"315","ARHGEF1","1","ZC3H12A","2",0.162767136357646,"Between cluster"
"316","ARHGEF10L","1","ACOT4","2",0.150207537217575,"Between cluster"
"317","ARHGEF10L","1","AJUBA","2",0.27085364662357,"Between cluster"
"318","ARHGEF10L","1","ALPK1","2",0.0454112967393272,"Between cluster"
"319","ARHGEF10L","1","ASCC2","2",-0.131727011159121,"Between cluster"
"320","ARHGEF10L","1","CRAT","2",0.271410788096871,"Between cluster"
"321","ARHGEF10L","1","CROT","2",0.0448354099169869,"Between cluster"
"322","ARHGEF10L","1","DPY30","2",0.0504510531145742,"Between cluster"
"323","ARHGEF10L","1","DVL1","2",0.224205307499158,"Between cluster"
"324","ARHGEF10L","1","EGLN3","2",0.219334809560059,"Between cluster"
"325","ARHGEF10L","1","HDAC6","2",-0.113544098222552,"Between cluster"
"326","ARHGEF10L","1","IDH1","2",0.313054352912066,"Between cluster"
"327","ARHGEF10L","1","IRF3","2",-0.136368540362944,"Between cluster"
"328","ARHGEF10L","1","KDM2A","2",-0.0489527688010417,"Between cluster"
"329","ARHGEF10L","1","LGR4","2",0.320332124541689,"Between cluster"
"330","ARHGEF10L","1","MYCBP2","2",-0.238678019016479,"Between cluster"
"331","ARHGEF10L","1","N4BP1","2",0.028478457235822,"Between cluster"
"332","ARHGEF10L","1","NBR1","2",0.268347479189454,"Between cluster"
"333","ARHGEF10L","1","NF1","2",0.00458870433675479,"Between cluster"
"334","ARHGEF10L","1","NOD1","2",-0.0250201663153653,"Between cluster"
"335","ARHGEF10L","1","OTUB2","2",0.225127617410827,"Between cluster"
"336","ARHGEF10L","1","OTUD7B","2",0.136873196303235,"Between cluster"
"337","ARHGEF10L","1","PEX13","2",0.317178784508955,"Between cluster"
"338","ARHGEF10L","1","PHYH","2",0.243069548769477,"Between cluster"
"339","ARHGEF10L","1","PSMB10","2",-0.142975565685027,"Between cluster"
"340","ARHGEF10L","1","PSMB5","2",0.0985209709692704,"Between cluster"
"341","ARHGEF10L","1","PSMD5","2",0.101802950972591,"Between cluster"
"342","ARHGEF10L","1","PSME1","2",-0.0885956429002028,"Between cluster"
"343","ARHGEF10L","1","RIOK3","2",0.0403064228611627,"Between cluster"
"344","ARHGEF10L","1","RIPK2","2",0.000785518365571491,"Between cluster"
"345","ARHGEF10L","1","RNF103","2",0.236578001883101,"Between cluster"
"346","ARHGEF10L","1","RNF128","2",0.357386666972274,"Between cluster"
"347","ARHGEF10L","1","RNF43","2",0.232532865495906,"Between cluster"
"348","ARHGEF10L","1","SETD7","2",0.143411648315267,"Between cluster"
"349","ARHGEF10L","1","SIAH2","2",-0.152715571567752,"Between cluster"
"350","ARHGEF10L","1","SLC27A2","2",0.0788928359817039,"Between cluster"
"351","ARHGEF10L","1","TAB3","2",-0.0447841457303046,"Between cluster"
"352","ARHGEF10L","1","TANK","2",0.153342249462115,"Between cluster"
"353","ARHGEF10L","1","TRAF7","2",0.0013790636919828,"Between cluster"
"354","ARHGEF10L","1","TRIM56","2",0.079313541013866,"Between cluster"
"355","ARHGEF10L","1","TYSND1","2",-0.0363574868482868,"Between cluster"
"356","ARHGEF10L","1","UBC","2",0.24600162110975,"Between cluster"
"357","ARHGEF10L","1","UBE2D1","2",0.065099853203041,"Between cluster"
"358","ARHGEF10L","1","USP3","2",0.0617406265607645,"Between cluster"
"359","ARHGEF10L","1","USP43","2",0.18049971915335,"Between cluster"
"360","ARHGEF10L","1","ZC3H12A","2",0.122964981242505,"Between cluster"
"361","ARHGEF16","1","ACOT4","2",0.358616693309113,"Between cluster"
"362","ARHGEF16","1","AJUBA","2",0.279841062253089,"Between cluster"
"363","ARHGEF16","1","ALPK1","2",0.0718292720957143,"Between cluster"
"364","ARHGEF16","1","ASCC2","2",-0.0438927620548682,"Between cluster"
"365","ARHGEF16","1","CRAT","2",-0.0685066535981525,"Between cluster"
"366","ARHGEF16","1","CROT","2",-0.00820500714314015,"Between cluster"
"367","ARHGEF16","1","DPY30","2",0.341698760343506,"Between cluster"
"368","ARHGEF16","1","DVL1","2",0.319583117641657,"Between cluster"
"369","ARHGEF16","1","EGLN3","2",0.304511168321849,"Between cluster"
"370","ARHGEF16","1","HDAC6","2",0.0133377409294886,"Between cluster"
"371","ARHGEF16","1","IDH1","2",0.373882424569628,"Between cluster"
"372","ARHGEF16","1","IRF3","2",0.233360172254047,"Between cluster"
"373","ARHGEF16","1","KDM2A","2",0.320054269399591,"Between cluster"
"374","ARHGEF16","1","LGR4","2",0.321031803841264,"Between cluster"
"375","ARHGEF16","1","MYCBP2","2",-0.192655001923066,"Between cluster"
"376","ARHGEF16","1","N4BP1","2",0.185854163465771,"Between cluster"
"377","ARHGEF16","1","NBR1","2",0.0351005747028646,"Between cluster"
"378","ARHGEF16","1","NF1","2",0.0327524936640828,"Between cluster"
"379","ARHGEF16","1","NOD1","2",0.0765893102139834,"Between cluster"
"380","ARHGEF16","1","OTUB2","2",0.270441291987995,"Between cluster"
"381","ARHGEF16","1","OTUD7B","2",0.136894524249214,"Between cluster"
"382","ARHGEF16","1","PEX13","2",0.370949118773824,"Between cluster"
"383","ARHGEF16","1","PHYH","2",-0.0245595280110477,"Between cluster"
